"Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae"	"Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae"	"Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Family_XI"	"Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae"	"Bacteria;Firmicutes;Bacilli;Lactobacillales;Enterococcaceae"	"Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Rikenellaceae"	"Bacteria;Firmicutes;Bacilli;Erysipelotrichales;Erysipelatoclostridiaceae"	"Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae"	"Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Sutterellaceae"	"Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Hafniaceae"	"Bacteria;Firmicutes;Clostridia;Oscillospirales;Oscillospiraceae"	"Bacteria;Firmicutes;Negativicutes;Acidaminococcales;Acidaminococcaceae"	"Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Tannerellaceae"	"Bacteria;Firmicutes;Negativicutes;Veillonellales-Selenomonadales;Veillonellaceae"	"Bacteria;Firmicutes;Bacilli;Erysipelotrichales;Erysipelotrichaceae"	"Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Peptostreptococcaceae"	"Bacteria;Firmicutes;Clostridia;Eubacteriales;Eubacteriaceae"	"Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Marinifilaceae"	"Bacteria;Firmicutes;Clostridia;Oscillospirales;Ruminococcaceae"	"Bacteria;Desulfobacterota;Desulfovibrionia;Desulfovibrionales;Desulfovibrionaceae"	"Bacteria;Firmicutes;Clostridia;Oscillospirales;Hydrogenoanaerobacterium"	"Bacteria;Actinobacteriota;Coriobacteriia;Coriobacteriales;Coriobacteriaceae"	"Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Anaerovoracaceae"	"Bacteria;Firmicutes;Clostridia;Oscillospirales;Butyricicoccaceae"	"Bacteria;Actinobacteriota;Coriobacteriia;Coriobacteriales;Eggerthellaceae"	"Bacteria;Firmicutes;Clostridia;Oscillospirales;Ethanoligenenaceae"	"Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Barnesiellaceae"	"Bacteria;Actinobacteriota;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae"	"Bacteria;Firmicutes;Clostridia;Eubacteriales;Anaerofustaceae"	"Bacteria;Verrucomicrobiota;Verrucomicrobiae;Verrucomicrobiales;Akkermansiaceae"	"Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae"	"Bacteria;Firmicutes;Clostridia;Christensenellales;Christensenellaceae"	"Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae"	"Bacteria;Firmicutes;Clostridia;Oscillospirales;[Clostridium]_methylpentosum_group"	"Bacteria;Actinobacteriota;Actinobacteria;Actinomycetales;Actinomycetaceae"	"Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Burkholderiaceae"	"Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Halomonadaceae"	"Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae"	"Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae"	"Bacteria;Actinobacteriota;Coriobacteriia;Coriobacteriales;Coriobacteriales_Incertae_Sedis"	"Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae"	"Bacteria;Firmicutes;Bacilli;Staphylococcales;Staphylococcaceae"	"Bacteria;Firmicutes;Bacilli;Thermicanales;Thermicanaceae"	"Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Weeksellaceae"	"Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Hymenobacteraceae"	"Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Cryomorphaceae"	"Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Dermacoccaceae"	"Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae"	"Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae"	"Bacteria;Firmicutes;Bacilli;Bacillales;Planococcaceae"	"Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Pectobacteriaceae"	"Bacteria;Firmicutes;Bacilli;Thermoactinomycetales;Thermoactinomycetaceae"	"Bacteria;Cyanobacteria;Vampirivibrionia;Obscuribacterales;Obscuribacteraceae"	"Bacteria;Proteobacteria;Alphaproteobacteria;Micavibrionales;Micavibrionaceae"	"Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Hydrogenophilaceae"	"Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae"	"Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Intrasporangiaceae"	"Bacteria;Actinobacteriota;Acidimicrobiia;Microtrichales;uncultured"	"Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Yersiniaceae"	"Bacteria;Bacteroidota;Bacteroidia;Sphingobacteriales;Sphingobacteriaceae"	"Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Oxalobacteraceae"	"Bacteria;Planctomycetota;Phycisphaerae;Phycisphaerales;Phycisphaeraceae"	"Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Microbacteriaceae"	"Bacteria;Fusobacteriota;Fusobacteriia;Fusobacteriales;Fusobacteriaceae"	"Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Micrococcaceae"	"Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Porphyromonadaceae"
"16S-C-H9-L0_e0017-0-C-H9"	20323	54314	1665	26149	1325	5766	1840	2047	10739	2568	3875	2054	4628	0	3060	0	0	533	880	150	0	9	0	17	11	164	155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-C-H9-L1_e0017-1-C-H9"	38250	33395	9145	17194	16860	2879	2305	1581	7185	67	5600	1358	2580	73	2099	0	0	93	509	196	0	29	14	0	19	0	0	0	0	0	0	5	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-C-H9-L2_e0017-2-C-H9"	1027	13350	3727	5148	862	1320	590	7784	3626	5693	2476	387	796	3	587	3309	169	26	243	42	0	31	36	74	5	39	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-C-H9-L3_e0017-3-C-H9"	31583	26502	6372	10507	3113	2085	2767	11771	3558	0	7539	1231	952	0	1476	0	0	129	577	101	0	0	0	0	18	0	0	4	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-D-A1-L1_e0017-1-D-A1"	1834	5130	55	1690	453	503	264	18	10	0	657	32	249	0	291	0	12	0	58	0	28	0	28	0	95	0	0	21	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-D-A10-L1_e0017-1-D-A10"	33818	48499	7625	20979	2551	22	12634	63	0	0	8763	684	2878	0	3749	2327	0	0	257	77	0	331	0	0	186	0	0	34	0	0	47	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-D-A11-L1_e0017-1-D-A11"	31087	41402	7919	16343	1702	30	9656	2595	52	0	7417	618	2382	0	3813	1680	0	0	203	48	0	180	0	0	100	0	0	25	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-D-A12-L1_e0017-1-D-A12"	118	63	0	22	15	0	0	0	16	14	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-D-A2-L1_e0017-1-D-A2"	27289	40038	6993	8884	6105	2895	1042	47095	906	0	11410	509	2331	38	2038	1497	826	0	513	167	0	105	0	45	21	0	0	10	9	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-D-A3-L1_e0017-1-D-A3"	23289	39209	7280	17904	6515	4520	2335	24762	25684	0	8393	739	3139	0	2487	1591	154	0	462	110	0	375	0	18	24	0	0	34	13	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-D-A4-L1_e0017-1-D-A4"	30803	55617	11330	18193	3999	2465	9147	10918	4612	0	10954	758	4233	179	3876	2184	344	0	492	196	0	1048	0	39	60	0	0	41	15	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-D-A5-L1_e0017-1-D-A5"	28932	50126	10268	18983	3588	7251	11391	4692	23160	0	8872	887	3206	142	4201	1997	0	0	338	137	0	429	0	23	44	0	0	43	6	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-D-A6-L1_e0017-1-D-A6"	31367	47765	8432	16455	951	845	16552	6355	681	0	11051	662	2923	743	3398	1629	0	0	288	137	0	387	0	66	49	0	0	29	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-D-A7-L1_e0017-1-D-A7"	28769	40750	10538	15824	4001	14272	15910	3374	0	0	9401	665	2835	0	3670	1741	0	0	302	89	0	275	0	0	70	0	0	35	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-D-A8-L1_e0017-1-D-A8"	34158	50176	8512	17815	2416	71	15912	2935	0	0	11315	715	3545	7	3783	1606	0	0	300	139	0	328	0	0	90	0	0	43	0	0	54	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-D-A9-L1_e0017-1-D-A9"	45902	46333	9785	17027	1824	24	9994	203	0	0	8702	808	2778	0	3504	2076	0	0	232	131	0	395	0	0	86	0	0	31	0	0	36	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-D-B1-L1_e0017-1-D-B1"	20588	46519	12207	24517	35465	6741	3795	0	13	0	5586	708	2584	0	2490	1977	535	18	579	97	483	0	133	26	58	52	0	0	28	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-D-B10-L1_e0017-1-D-B10"	12074	57236	9060	22716	1882	6996	8542	0	336	3854	6052	644	2651	789	11251	4409	122	0	628	0	679	0	411	0	372	160	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-D-B11-L1_e0017-1-D-B11"	26871	47259	11003	21457	4959	9545	8389	31	481	97	16241	982	4637	0	10126	2078	63	0	288	14	314	158	559	27	93	36	0	26	10	2	21	0	0	0	0	0	19	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-D-B12-L1_e0017-1-D-B12"	8990	50971	5969	20161	1781	2767	5150	5697	9587	0	5947	383	1972	0	3582	4108	129	0	275	0	697	0	233	0	220	139	0	0	12	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-D-B2-L1_e0017-1-D-B2"	15104	42093	9839	20948	26157	6231	4126	0	17363	0	4129	576	2183	0	1973	1985	507	23	596	112	300	66	201	8	77	25	0	4	10	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-D-B3-L1_e0017-1-D-B3"	19175	43592	7911	17986	23889	7164	6199	0	19054	0	8471	888	2054	5	1804	1582	183	18	505	0	266	63	101	11	62	99	0	8	17	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-D-B4-L1_e0017-1-D-B4"	16184	55646	9645	26698	24663	9828	6447	0	20374	0	4508	677	1906	9	3142	1700	151	31	584	146	562	83	157	22	121	55	0	10	17	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-D-B5-L1_e0017-1-D-B5"	12033	42791	7920	24659	5025	10880	4056	8	25889	0	9242	552	2124	209	1887	1034	222	20	751	0	379	58	157	21	89	47	0	11	10	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-D-B6-L1_e0017-1-D-B6"	26283	50434	7636	19773	12616	12434	6743	0	23746	0	13712	849	3564	31	3623	2743	95	24	380	10	191	0	110	14	57	56	0	0	8	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-D-B7-L1_e0017-1-D-B7"	23240	42502	8829	21740	11017	6461	7775	0	6104	0	7210	770	2378	5	3025	2478	219	20	592	0	919	0	194	20	155	56	0	0	15	0	0	0	0	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-D-B8-L1_e0017-1-D-B8"	8528	40768	5752	19867	5121	4106	7454	762	29781	0	7568	540	2168	0	2117	1088	169	0	677	84	414	66	200	12	81	54	0	5	0	0	0	7	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-D-B9-L1_e0017-1-D-B9"	24154	44756	8059	17998	4479	4594	11162	0	253	0	12457	539	2530	0	3693	2198	188	17	543	0	32	0	395	30	195	98	0	0	11	0	0	0	0	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-D-C1-L1_e0017-1-D-C1"	22074	38250	3292	16783	66	6118	1163	67132	19210	0	5364	1299	1905	2548	623	2490	1137	0	1531	135	0	453	24	150	49	19	0	5	14	0	0	1	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-D-C10-L1_e0017-1-D-C10"	31707	45456	2526	20754	470	1866	1463	12007	24304	34	4063	1654	2941	2296	4899	0	411	0	2259	219	0	442	11	331	215	40	0	0	18	0	0	19	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-D-C11-L1_e0017-1-D-C11"	25538	46746	625	19515	127	935	5379	0	30153	0	3945	1580	3167	694	2218	7494	43	0	1327	66	0	3	6	189	63	37	0	0	8	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-D-C12-L1_e0017-1-D-C12"	36780	49891	2186	22448	132	3609	9346	0	24423	41	3510	1240	4016	950	5112	0	578	0	2000	0	0	398	11	415	361	0	0	0	26	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-D-C2-L1_e0017-1-D-C2"	16396	35225	2113	18544	806	6393	1249	61081	25760	0	4552	1016	2404	1426	1038	2709	748	8	1768	104	0	418	100	102	82	20	0	5	7	0	0	15	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-D-C3-L1_e0017-1-D-C3"	18401	30940	10655	13638	312	4780	914	43523	16839	0	3882	1019	2040	1658	705	0	1809	5	1883	167	1121	412	10	142	56	22	0	10	8	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-D-C4-L1_e0017-1-D-C4"	9470	20650	1238	11070	167	3137	334	49642	13748	48	2281	549	1243	875	589	1002	916	31	1030	77	0	238	8	55	51	0	0	9	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-D-C5-L1_e0017-1-D-C5"	16241	24429	1234	12046	83	2297	541	49550	10946	24	1977	658	1459	1525	338	0	839	7	1178	81	0	136	13	259	34	0	0	5	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-D-C6-L1_e0017-1-D-C6"	21507	23765	1521	10069	55	2245	495	22942	8656	0	2109	774	1583	888	1258	0	640	0	1683	105	0	98	7	86	51	11	0	4	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-D-C7-L1_e0017-1-D-C7"	25505	41625	741	23772	1757	2378	1057	13308	28756	57	3494	925	2677	1404	1391	4670	117	0	1130	89	0	46	23	317	60	26	0	0	5	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-D-C8-L1_e0017-1-D-C8"	32031	37924	1960	19481	473	2644	2589	1178	20212	23	3717	1109	2604	677	2942	10410	135	6	1234	157	0	353	122	269	104	20	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-D-C9-L1_e0017-1-D-C9"	25686	59166	125	28754	123	2901	1302	335	41636	567	6067	1634	4190	581	6312	0	76	16	7689	87	0	49	0	189	99	49	0	0	12	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-D-D1-L1_e0017-1-D-D1"	16096	46995	164	13011	562	369	3108	25052	5985	23043	2362	968	1993	0	1420	6	1210	203	1639	204	0	49	0	99	85	434	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-D-D10-L1_e0017-1-D-D10"	13771	36397	16	14194	924	653	2423	30825	5760	14659	2442	634	1657	0	912	2598	1411	315	11	156	0	0	0	75	141	291	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-D-D11-L1_e0017-1-D-D11"	9770	49561	0	15067	162	1631	3120	35481	6150	30877	1408	1365	3114	0	471	0	2568	1198	0	369	0	0	0	101	40	111	0	0	0	646	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-D-D12-L1_e0017-1-D-D12"	17732	44663	0	12437	377	494	4960	24933	5083	14969	2200	1274	2901	0	1300	0	1380	580	2434	186	0	0	0	90	49	282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-D-D2-L1_e0017-1-D-D2"	38365	41783	406	21864	1126	409	4890	18630	14319	0	2077	1254	1716	0	482	2337	656	41	942	197	0	76	91	0	74	172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-D-D3-L1_e0017-1-D-D3"	46024	45629	27	14176	1387	586	721	43921	7675	0	1833	1671	2404	0	821	12	2458	1687	215	477	0	202	0	85	70	63	11	0	0	166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-D-D4-L1_e0017-1-D-D4"	23293	62199	115	28985	1951	1398	2424	36331	11632	11723	2948	1269	3822	4	1548	0	1602	261	1643	395	0	197	18	126	109	308	10	0	0	0	0	16	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-D-D5-L1_e0017-1-D-D5"	26266	40040	51	17180	860	713	2357	18419	7805	835	2063	976	2051	7	993	1999	434	314	815	237	0	118	13	77	80	248	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-D-D6-L1_e0017-1-D-D6"	19433	35542	1039	16613	2138	2337	2565	30392	4472	12724	2115	980	1916	9	843	1304	952	155	1161	260	0	149	8	117	100	193	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-D-D7-L1_e0017-1-D-D7"	18693	35406	25	14538	67	485	2027	40666	3267	13473	1685	1101	2131	5	873	0	286	297	1357	280	0	100	0	95	27	178	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-D-D8-L1_e0017-1-D-D8"	27876	47594	28	12567	81	582	2088	35852	5162	10939	1012	1413	1788	0	510	3	2054	2282	8	367	0	0	0	82	23	22	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-D-D9-L1_e0017-1-D-D9"	15166	45497	25	14434	99	702	3197	43106	5186	25927	1838	1287	2183	0	999	6	2244	1687	939	346	0	119	0	89	54	926	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-D-E1-L1_e0017-1-D-E1"	15091	25404	8338	11477	5006	3102	8816	1668	4501	0	9410	504	2102	0	2260	1285	369	14	231	88	228	0	251	0	29	19	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-D-E10-L1_e0017-1-D-E10"	17935	39337	11449	24348	2383	7933	15097	0	377	90	7839	588	2892	0	4135	3472	375	25	859	123	397	0	241	0	231	93	0	10	18	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-D-E11-L1_e0017-1-D-E11"	11715	36178	5441	22126	1304	4393	9777	1005	22438	1007	4231	645	3371	3	4137	1074	134	100	444	5	208	0	79	30	143	84	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-D-E2-L1_e0017-1-D-E2"	23732	38774	8833	16569	3074	5333	4085	10	715	0	14036	1086	3289	0	2860	512	377	26	253	143	162	0	449	0	16	48	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-D-E3-L1_e0017-1-D-E3"	20668	27583	9514	13446	6873	5235	4979	15165	16206	0	8839	684	2733	4	2282	848	818	18	224	160	143	0	192	0	67	21	0	44	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-D-E4-L1_e0017-1-D-E4"	22550	33864	11855	19768	6073	9987	7117	57	24516	0	5773	786	3240	0	2985	979	485	27	597	232	1164	2	114	0	95	99	0	66	10	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-D-E5-L1_e0017-1-D-E5"	20337	46533	16769	26180	6594	11425	10521	1152	26925	26	7796	1110	4945	0	4013	1757	852	25	682	315	1757	0	189	0	114	94	0	53	17	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-D-E6-L1_e0017-1-D-E6"	13296	20735	8279	11639	2412	6276	6514	7	9	54	3826	418	1541	0	2189	643	351	10	416	116	484	0	323	0	47	38	0	11	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-D-E7-L1_e0017-1-D-E7"	22540	40513	12048	19042	4755	10271	12545	0	0	0	7229	651	2997	0	4303	2193	354	14	453	170	808	0	192	0	89	66	0	14	12	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-D-E8-L1_e0017-1-D-E8"	23508	44335	10434	14659	4384	7022	15231	0	0	0	18016	675	3568	0	5808	2182	454	26	871	91	124	0	284	0	84	75	0	0	15	0	0	0	0	7	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-D-E9-L1_e0017-1-D-E9"	23096	43903	11343	24668	5034	7568	10825	0	14	0	6784	606	2781	0	4812	1880	521	17	911	158	624	0	287	0	235	79	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-D-F1-L1_e0017-1-D-F1"	8575	40435	8696	15698	9117	4914	10722	0	25960	0	6489	807	2281	2027	1937	1916	103	11	717	85	308	75	708	171	142	48	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-D-F10-L1_e0017-1-D-F10"	10484	33168	8067	14382	11841	2832	2955	3382	21891	0	4238	855	2987	1620	2340	1182	192	0	1017	104	455	81	208	212	63	19	0	8	15	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"16S-D-F11-L1_e0017-1-D-F11"	9521	38178	6529	19654	13127	3055	3145	6031	29486	0	5792	810	2927	783	2396	1280	427	48	1194	91	332	82	221	57	138	71	0	0	21	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
